step,total_reward,format,verdict,mutation_type,mutation_point,provenance,source_reliability,hallucination_penalty,brier_penalty,missing_fields,missing_keys,partial_credit,parse_error,completion_preview
1469,0.21,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1470,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1471,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1472,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1473,0.3,0.05,0.0,0.18,0.09,0.0,0.0,-0.0,-0.02,,,,,"{""mutation_point"": 2, ""mutation_type"": ""omission"", ""mutation_doc_id"": ""DOC-0002"""
1474,0.53,0.05,0.3,0.18,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0008"",   ""mutation_type"": ""omission"",   ""mutation_po"
1475,0.51,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omitted_word"",   ""mutatio"
1476,0.7082,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0004"",   ""mutation_type"": ""omission"",   ""mutation_po"
1477,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1478,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1479,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1480,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1481,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1482,0.35,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0007"",   ""mutation_type"": ""omission"",   ""mutation_po"
1483,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1484,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1485,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1486,0.35,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_point"": 6221,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": "
1487,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1488,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""compliance"",   ""mutation_"
1489,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1490,0.35,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0007"",   ""mutation_type"": ""omission"",   ""mutation_po"
1491,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1492,0.7028,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0072,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 3,   ""mutation_type"": ""om"
1493,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1494,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1495,0.53,0.05,0.3,0.18,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0008"",   ""mutation_type"": ""omission"",   ""mutation_po"
1496,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1497,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1498,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1499,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1500,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1501,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1502,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_document_id"": ""DOC-0007"",   ""mutation_type"": ""omission"",   ""mutati"
1503,0.53,0.05,0.3,0.18,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": null,   ""mutation_point"": 3,   ""mutation_type"": ""omission"
1504,0.3482,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0007"",   ""mutation_type"": ""omission"",   ""mutation_po"
1505,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1506,0.3482,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0008"",   ""mutation_point"": 2,   ""vantage_point"": ""wi"
1507,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1508,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1509,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1510,0.7082,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1511,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1512,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1513,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1514,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1515,0.9273,0.05,0.3,0.18,0.18,0.144,0.0733,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""confidence"": 1.0,   ""mutation_point"": 3,   ""mutation_"
1516,0.7082,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 45,   ""mutation_type"": ""o"
1517,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""alteration"",   ""mutation_"
1518,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1519,0.62,0.05,0.3,0.18,0.09,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0005"",   ""mutation_type"": ""omission"",   ""mutation_po"
1520,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1521,0.5282,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 1,   ""mutation_type"": ""om"
1522,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""downstream distortion"",   ""mutation"
1523,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1524,0.7082,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1525,0.525,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.005,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 1,   ""mutation_type"": ""om"
1526,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1527,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1528,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1529,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1530,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1531,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1532,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 17,   ""mutation_type"": ""o"
1533,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1534,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 3,   ""mutation_type"": ""om"
1535,0.35,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": """",   ""mutation_type"": ""omission"",   ""mutation_point"": 3,"
1536,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1537,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1538,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""confidence"": 1.0,   ""mutation_point"": ""DOC-341B"",   ""m"
1539,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1540,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1541,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1542,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1543,0.53,0.05,0.3,0.18,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0006"",   ""mutation_point"": 3,   ""mutation_type"": ""om"
1544,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1545,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1546,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1547,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 11,   ""mutation_type"": ""o"
1548,0.51,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": ""utility-scale battery st"
1549,0.5282,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": ""3rd"",   ""mutation_type"":"
1550,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1551,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1552,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1553,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1554,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1555,0.53,0.05,0.3,0.18,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0009"",   ""mutation_point"": 1,   ""mutation_type"": ""om"
1556,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 7,   ""mutation_type"": ""om"
1557,0.01,-0.05,,,,,,,,1.0,{'mutation_type'},0.11,,"{   ""verdict"": ""false"",   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": ""We"
1558,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": {     ""scope"": ""full conf"
1559,0.7925,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1560,0.94,0.05,0.3,0.18,0.18,0.12,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1561,0.5282,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 1,   ""mutation_type"": ""om"
1562,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1563,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1564,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1565,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omitted_ratio"",   ""mutati"
1566,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1567,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""verdict"": ""true"",   ""confidence"": 1.0,   ""mutation_point"": ""DOC-9338"",   ""m"
1568,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1569,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1570,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 14,   ""mutation_type"": ""o"
1571,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 2,   ""mutation_type"": ""om"
1572,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_operator"",   ""mutation_doc_"
1573,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1574,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 1,   ""mutation_type"": ""none"",   ""verdict"": ""true"",   ""conf"
1575,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_point"": ""DOC-DCE6"",   ""mutation_type"": ""none"""
1576,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 2,   ""mutation_type"": ""om"
1577,0.69,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": "" distortion"",   ""mutation_doc_id"": "
1578,0.53,0.05,0.3,0.18,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""[DOC-0003]"",   ""mutation_point"": ""First Distorted Report"
1579,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1580,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 84,   ""mutation_type"": ""o"
1581,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omitted_operation"",   ""mu"
1582,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 34,   ""mutation_type"": ""o"
1583,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""number fabrication"",   ""m"
1584,0.7082,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 7,   ""mutation_type"": ""om"
1585,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1586,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1587,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1588,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{""verdict"": ""true"", ""mutation_type"": ""none"", ""mutation_doc_id"": null, ""provenanc"
1589,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1590,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""adjustment"",   ""mutation_"
1591,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 41,   ""mutation_type"": ""o"
1592,0.33,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.02,,,,,"{   ""verdict"": ""true"",   ""mutation_doc_id"": ""DOC-1093"",   ""mutation_point"": 1,  "
1593,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1594,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""tampering"",   ""mutation_doc_id"": ""D"
1595,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1596,0.35,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0007"",   ""mutation_point"": 3,   ""mutation_type"": ""om"
1597,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1598,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 74,   ""mutation_type"": ""o"
1599,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1600,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1601,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1602,0.7925,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_point"": ""DOC-"
1603,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1604,-0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-5C3E"",   ""mutation_point"": 144,   ""mutation_type"": """
1605,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1606,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": ""beginning"",   ""verdict"":"
1607,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1608,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1609,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1610,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1611,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1612,-0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 413,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": """
1613,0.5282,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_operation"",   ""mutation_doc"
1614,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
